sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_1	PO1f_Cas9_2	PO1f_Cas9_3
30175	YALI1_E40782g	183	115	102	148	9	44
14788	YALI1_C19840g	312	553	651	61	1	1
13529	YALI1_B15928g	78	124	144	7	0	2
40098	YALI1_D26721g	253	461	350	24	2	10
34027	YALI1_C05789g	114	291	364	33	2	25
25284	YALI1_B11960g	70	99	49	56	5	5
29409	YALI1_E22265g	252	455	993	103	11	38
1691	YALI1_B17853g	213	300	423	89	8	36
24432	YALI1_A13095g	304	247	398	177	14	79
12284	YALI1_A06591g	529	311	936	480	65	232
20723	YALI1_E04312g	75	75	86	0	0	14
7829	YALI1_F36415g	355	158	571	159	10	66
27496	YALI1_D08843g	182	217	164	26	1	10
10110	YALI1_C02424g	646	600	1185	279	28	98
761	YALI1_A16136g	123	58	41	74	1	23
13514	YALI1_B15560g	216	496	674	249	40	83
18947	YALI1_F16426g	143	610	836	602	56	261
39931	YALI1_D22274g	846	519	402	285	12	120
35351	YALI1_D08850g	459	160	516	69	8	13
1083	YALI1_B01550g	648	491	851	2688	118	528
37387	YALI1_B17592g	245	155	388	62	0	2
12184	YALI1_A04164g	162	29	212	27	2	24
36492	YALI1_A16826g	73	183	94	36	1	2
33752	YALI1_B28572g	392	277	400	200	15	79
7777	YALI1_F35061g	375	444	842	276	11	100
41525	YALI1_E27383g	180	384	593	41	16	28
9820	YALI1_B24997g	107	90	31	29	2	19
15675	YALI1_D10721g	205	483	971	230	19	103
5270	YALI1_E14274g	278	113	407	22	4	19
25741	YALI1_B24043g	65	239	213	53	7	38
6883	YALI1_F12917g	176	424	610	114	17	33
6342	YALI1_E39983g	150	165	465	165	16	81
4031	YALI1_D16997g	126	180	230	83	5	48
44079	YALI1_D28150g	582	609	1160	303	11	91
42325	YALI1_F06262g	307	312	434	445	41	191
38679	YALI1_C22876g	177	323	737	99	8	28
2979	YALI1_C22937g	151	109	196	1	3	21
12896	YALI1_A21871g	128	76	235	245	18	121
26038	YALI1_C01847g	152	391	612	90	1	26
8083	YALI1_A02998g	422	387	573	129	10	57
1807	YALI1_B20717g	248	281	451	4	2	5
4076	YALI1_D17983g	35	92	252	47	10	7
3030	YALI1_C24367g	209	194	287	119	3	33
46966	YALI1_F24151g	453	903	674	166	11	86
6307	YALI1_E39171g	339	226	329	163	7	6
42258	YALI1_F04236g	559	960	1050	691	39	212
1202	YALI1_B04637g	332	404	613	264	11	33
1424	YALI1_B10231g	148	214	325	206	12	69
36162	YALI1_A08467g	179	229	503	356	13	64
16553	YALI1_D34149g	427	261	544	98	27	23
37248	YALI1_B13888g	528	419	526	317	15	74
8838	YALI1_A21630g	46	199	521	12	0	0
7811	YALI1_F35907g	117	140	247	21	0	8
16947	YALI1_E08114g	620	485	555	297	16	85
41260	YALI1_E21147g	348	406	1079	0	0	0
5513	YALI1_E20125g	221	321	657	17	4	5
11318	YALI1_D02488g	241	226	435	138	10	37
5516	YALI1_E20192g	434	209	312	0	0	1
3559	YALI1_D05222g	257	159	442	755	57	224
40478	YALI1_E01352g	155	194	500	278	5	21
28090	YALI1_D24054g	416	241	528	173	4	42
42204	YALI1_F02993g	169	202	249	601	36	138
41976	YALI1_E38208g	143	189	384	27	0	13
17711	YALI1_E27182g	232	105	338	69	3	30
37710	YALI1_B26175g	683	1003	1384	977	77	653
10288	YALI1_C07397g	532	548	927	67	4	36
45620	YALI1_E31540g	234	164	259	64	3	7
38478	YALI1_C17133g	356	351	656	190	9	85
36317	YALI1_A12601g	85	269	217	138	5	23
41876	YALI1_E35934g	141	203	309	301	18	108
43826	YALI1_D21511g	608	631	824	807	37	256
38727	YALI1_C24198g	693	615	727	188	25	42
24272	YALI1_A08729g	240	111	296	40	1	26
9040	YALI1_B04274g	431	265	424	188	14	95
37764	YALI1_B27588g	402	301	763	265	7	96
34531	YALI1_C19450g	207	255	494	370	7	101
25986	YALI1_C00353g	390	256	512	52	5	22
33864	YALI1_C01072g	138	219	287	68	6	24
5902	YALI1_E29085g	423	796	1155	35	3	6
39299	YALI1_D06276g	64	82	125	6	0	3
1461	YALI1_B11484g	38	67	307	50	1	38
33927	YALI1_C03197g	214	465	646	387	28	138
20790	YALI1_E05929g	141	182	285	0	0	1
3129	YALI1_C26915g	183	257	397	558	66	281
41095	YALI1_E17171g	191	31	231	295	27	69
7420	YALI1_F26108g	386	373	837	215	27	34
16634	YALI1_E00318g	121	226	166	7	0	3
31360	YALI1_F29867g	534	1130	1387	65	0	1
10621	YALI1_C16961g	255	331	580	176	4	31
5801	YALI1_E26987g	199	190	462	40	9	26
40811	YALI1_E09972g	373	841	634	169	13	119
42652	YALI1_F14409g	46	123	279	240	12	59
16184	YALI1_D23885g	176	177	218	159	5	30
39076	YALI1_D00273g	154	289	254	279	20	125
23573	YALI1_F34324g	459	385	729	142	6	86
40335	YALI1_D33780g	590	671	823	0	1	3
23631	YALI1_F35776g	210	283	689	74	3	7
3572	YALI1_D05538g	198	240	423	64	17	21
13074	YALI1_B03853g	185	194	310	50	7	35
7737	YALI1_F34127g	155	146	483	23	1	35
36883	YALI1_B04123g	423	234	179	643	50	228
3450	YALI1_D02137g	209	183	254	11	2	4
9144	YALI1_B06726g	344	451	681	0	1	1
1845	YALI1_B21618g	215	481	628	760	45	255
7256	YALI1_F21908g	132	144	159	26	1	15
5512	YALI1_E20099g	233	447	474	98	6	51
12902	YALI1_A22008g	661	947	1854	3467	171	1160
12769	YALI1_A18692g	73	138	133	82	3	1
10225	YALI1_C05789g	172	249	292	178	16	99
11430	YALI1_D05705g	146	197	275	51	5	12
10015	YALI1_B30182g	751	889	647	1	0	0
37075	YALI1_B08868g	405	474	392	175	10	98
21204	YALI1_E16841g	151	216	234	438	46	252
8230	YALI1_A06402g	321	786	994	1405	45	297
5184	YALI1_E12159g	348	363	615	46	4	14
6698	YALI1_F08431g	568	491	1289	24	1	5
5083	YALI1_E09269g	144	217	486	63	5	94
5327	YALI1_E15629g	388	190	752	104	6	49
15012	YALI1_C26408g	136	228	573	0	0	11
23642	YALI1_F36033g	1367	1459	2820	4953	296	1683
39777	YALI1_D17930g	83	168	293	25	0	26
43810	YALI1_D21100g	262	808	834	141	5	53
37520	YALI1_B20935g	454	734	1087	469	41	298
44758	YALI1_E10492g	349	393	641	107	13	37
7254	YALI1_F21850g	108	70	512	43	4	10
47527	YALI1_F38140g	1132	1510	1676	550	33	404
29404	YALI1_E22207g	185	250	512	116	2	13
29663	YALI1_E28130g	107	149	260	97	11	51
10979	YALI1_C26794g	405	572	547	929	50	339
1630	YALI1_B15964g	152	245	439	122	4	34
27997	YALI1_D21501g	312	468	1232	214	16	39
40127	YALI1_D27385g	179	304	893	234	10	104
27074	YALI1_C31243g	125	205	328	38	3	27
30291	YALI1_F02655g	271	241	140	126	17	34
33670	YALI1_B26430g	308	697	994	1	3	5
17140	YALI1_E13637g	136	194	366	21	1	12
10224	YALI1_C05757g	65	137	60	1	3	12
1956	YALI1_B24606g	667	519	843	67	5	47
43820	YALI1_D21385g	411	563	696	234	15	64
35665	YALI1_D16441g	272	221	546	118	21	88
30769	YALI1_F14882g	146	238	375	104	6	57
9129	YALI1_B06447g	111	50	112	62	1	3
26402	YALI1_C12619g	208	483	459	2	0	8
46477	YALI1_F12013g	89	155	164	390	29	104
37018	YALI1_B07399g	319	485	682	797	58	210
35563	YALI1_D13916g	117	69	265	6	2	0
43963	YALI1_D25178g	138	383	364	553	38	177
32646	YALI1_A21775g	72	100	215	0	0	0
27212	YALI1_D01094g	205	124	409	164	6	84
7270	YALI1_F22481g	390	593	1099	804	46	341
16964	YALI1_E08575g	650	448	1001	314	28	102
20368	YALI1_D30866g	113	50	154	17	8	20
2454	YALI1_C07816g	68	30	86	15	1	2
11876	YALI1_D16843g	630	830	1254	295	28	136
11628	YALI1_D10721g	237	362	541	44	4	25
9919	YALI1_B27662g	372	309	500	155	8	65
23306	YALI1_F27798g	492	486	901	48	9	63
36108	YALI1_A07051g	904	678	933	189	20	68
32375	YALI1_A15178g	610	379	1021	73	0	38
40810	YALI1_E09924g	160	353	373	98	3	77
17963	YALI1_E33278g	180	218	454	198	17	91
41547	YALI1_E27834g	414	506	559	80	17	30
33896	YALI1_C01993g	39	97	98	8	0	0
14046	YALI1_B29905g	362	366	255	54	2	27
41148	YALI1_E18480g	101	228	306	47	1	20
35993	YALI1_A04415g	554	359	600	171	5	50
42879	YALI1_F19720g	164	91	310	0	4	2
26015	YALI1_C01262g	617	599	449	15	2	27
18689	YALI1_F10713g	535	836	2104	270	20	140
4122	YALI1_D19338g	250	718	487	300	42	205
33184	YALI1_B13355g	375	471	1250	268	39	99
10373	YALI1_C09878g	222	329	412	217	13	85
7179	YALI1_F19805g	596	678	834	376	16	145
17203	YALI1_E15074g	220	272	669	337	12	116
28849	YALI1_E08157g	128	67	324	2	3	19
19937	YALI1_D19018g	271	274	395	540	33	125
37558	YALI1_B21855g	237	294	416	402	24	197
40284	YALI1_D32435g	148	141	504	653	58	278
30054	YALI1_E37830g	177	276	573	492	45	206
43683	YALI1_D17543g	176	422	325	939	45	237
46088	YALI1_F01742g	213	714	414	28	10	6
12947	YALI1_B00607g	1440	1647	2556	4112	276	1572
16007	YALI1_D18943g	711	788	986	22	22	27
11023	YALI1_C28664g	85	82	157	18	1	13
24628	YALI1_A17640g	296	349	706	199	11	35
46186	YALI1_F04238g	1380	716	920	414	32	196
4583	YALI1_D32462g	209	444	558	963	65	467
31348	YALI1_F29640g	84	227	138	175	17	81
29467	YALI1_E23749g	175	380	378	74	6	9
33936	YALI1_C03335g	234	196	98	333	33	124
34517	YALI1_C19072g	276	415	447	52	13	34
15782	YALI1_D13160g	519	347	1223	374	36	167
44191	YALI1_D31777g	1142	1556	1201	3366	172	827
27117	YALI1_C32483g	680	1036	1356	2087	140	743
8148	YALI1_A04561g	748	558	622	10	3	0
15906	YALI1_D16329g	873	1245	2206	1169	29	160
1399	YALI1_B09476g	324	385	718	150	11	115
45410	YALI1_E26433g	288	202	339	282	16	99
14060	YALI1_B30163g	39	144	163	122	13	66
1008	YALI1_A22129g	274	202	498	281	27	133
41172	YALI1_E19172g	272	371	194	80	5	24
12249	YALI1_A05836g	393	661	710	356	54	195
24053	YALI1_A03442g	105	312	730	230	12	102
23958	YALI1_A01093g	682	774	1666	174	16	114
27559	YALI1_D10226g	119	114	71	15	1	0
3977	YALI1_D15734g	288	89	176	0	0	4
18326	YALI1_F00504g	72	80	77	52	1	7
21003	YALI1_E11943g	103	80	139	223	5	25
38958	YALI1_C30760g	583	394	694	232	33	99
11807	YALI1_D15063g	122	185	325	2	0	0
28756	YALI1_E05731g	600	801	1269	253	13	41
4085	YALI1_D18198g	177	292	688	253	17	125
26648	YALI1_C18750g	147	152	448	128	4	45
47190	YALI1_F29905g	104	156	131	0	2	0
42438	YALI1_F09345g	241	340	427	23	4	3
9069	YALI1_B04901g	376	295	332	185	8	63
480	YALI1_A08931g	325	461	792	114	12	35
11983	Nontargeting	144	197	383	713	58	256
40718	YALI1_E07306g	564	1025	1144	123	9	71
23866	Nontargeting	393	597	464	1191	99	491
29715	YALI1_E29330g	427	275	656	74	7	46
25614	YALI1_B20834g	244	206	326	596	42	201
10902	YALI1_C24806g	268	215	501	142	13	63
8259	YALI1_A07051g	307	422	460	83	12	75
4745	YALI1_E00588g	342	303	406	117	8	22
26878	YALI1_C25515g	309	656	491	201	11	92
2294	YALI1_C03674g	194	626	511	91	10	55
31696	YALI1_F38056g	630	272	701	51	6	47
38440	YALI1_C16183g	776	581	983	243	33	141
46777	YALI1_F19007g	387	468	835	268	9	48
12264	YALI1_A06149g	399	506	666	10	1	2
6046	YALI1_E32842g	105	266	384	17	0	0
44245	YALI1_D33307g	103	130	158	257	33	153
39985	YALI1_D23785g	297	543	858	2579	172	638
1413	YALI1_B09957g	121	198	203	265	32	180
45761	YALI1_E34979g	287	522	726	303	14	120
11395	YALI1_D04725g	382	614	647	13	10	16
45574	YALI1_E30368g	283	218	516	122	4	54
34334	YALI1_C14738g	212	275	541	43	8	8
8623	YALI1_A16314g	190	444	1005	266	19	242
8661	YALI1_A17239g	321	447	479	42	3	19
44550	YALI1_E04909g	263	572	605	105	6	48
11657	YALI1_D11402g	563	425	875	278	26	83
8153	YALI1_A04676g	258	419	318	980	65	301
1491	YALI1_B12195g	226	211	231	64	3	11
36738	YALI1_B00280g	248	532	320	14	0	9
10506	YALI1_C13928g	239	300	406	217	8	192
24653	YALI1_A18414g	120	126	189	25	5	11
5365	YALI1_E16597g	47	75	169	104	4	46
8544	YALI1_A14430g	361	461	897	25	2	5
26979	YALI1_C28895g	305	253	337	48	19	33
5120	YALI1_E10295g	343	258	1143	141	2	75
19880	YALI1_D17524g	88	110	219	81	4	36
20728	YALI1_E04437g	643	592	1371	333	21	175
24825	YALI1_A22539g	197	134	277	809	51	174
28381	YALI1_D32369g	166	36	331	161	6	76
24185	YALI1_A06591g	114	141	246	302	27	118
6230	YALI1_E37234g	251	293	371	279	21	120
45256	YALI1_E22807g	193	189	543	23	16	22
9124	YALI1_B06264g	210	328	1306	59	11	73
7315	YALI1_F23551g	280	354	358	218	15	37
26229	YALI1_C07170g	313	510	1067	128	8	34
12011	Nontargeting	54	44	205	132	42	118
8588	YALI1_A15515g	275	385	555	698	77	381
8325	YALI1_A08759g	141	89	27	91	17	66
9686	YALI1_B21250g	236	238	478	560	41	232
13222	YALI1_B07578g	473	389	525	47	5	43
37555	YALI1_B21798g	480	604	686	21	1	3
47275	YALI1_F32120g	248	182	242	41	2	33
7945	YALI1_F39159g	287	211	281	223	16	55
11974	Nontargeting	495	429	1533	1717	232	844
15461	YALI1_D05244g	346	359	1074	145	18	51
41774	YALI1_E33485g	411	524	504	225	40	131
21431	YALI1_E22218g	156	86	228	87	11	65
13229	YALI1_B07769g	58	133	294	328	29	109
40046	YALI1_D25359g	182	402	241	79	4	43
4760	YALI1_E00986g	283	270	1075	59	7	55
5010	YALI1_E07153g	279	321	733	62	9	14
11833	YALI1_D15792g	88	155	329	319	20	162
32840	YALI1_B04228g	465	366	459	125	0	27
16478	YALI1_D32316g	402	103	124	450	53	174
36134	YALI1_A07624g	201	174	169	24	4	26
7787	YALI1_F35476g	396	376	485	120	8	33
9341	YALI1_B12057g	586	416	888	212	8	59
6580	YALI1_F04980g	328	529	281	78	10	18
2529	YALI1_C10173g	239	290	415	266	8	73
36133	YALI1_A07608g	345	658	412	138	9	53
1068	YALI1_B01223g	111	306	481	159	7	91
32321	YALI1_A13994g	330	503	1060	1318	108	519
26605	YALI1_C17728g	89	377	220	26	5	46
46644	YALI1_F15847g	442	629	1195	2143	123	614
20649	YALI1_E02415g	36	9	127	0	0	0
993	YALI1_A21841g	79	154	261	33	6	16
4369	YALI1_D26064g	85	164	164	131	4	36
3984	YALI1_D15902g	390	407	163	20	4	39
8846	YALI1_A21835g	595	866	932	236	12	74
45617	YALI1_E31483g	348	524	694	27	1	18
29936	YALI1_E35023g	848	423	635	72	2	15
39135	YALI1_D01739g	137	160	922	203	20	58
23462	YALI1_F31875g	402	489	1103	1837	116	527
29477	YALI1_E23961g	47	118	45	27	2	23
6613	YALI1_F05967g	491	505	1037	347	11	47
815	YALI1_A17433g	67	250	123	34	3	9
6572	YALI1_F04818g	236	362	189	46	4	39
2828	YALI1_C18383g	514	693	706	147	16	56
21186	YALI1_E16433g	230	141	285	53	7	23
16950	YALI1_E08198g	221	166	115	103	8	27
15627	YALI1_D09488g	234	351	268	1384	58	361
119	Nontargeting	519	563	1159	2927	242	821
42770	YALI1_F16851g	189	308	426	689	74	252
44128	YALI1_D29728g	99	173	236	46	2	20
6695	YALI1_F08349g	309	491	636	258	27	100
45563	YALI1_E29939g	111	265	132	144	10	61
22011	YALI1_E36103g	15	49	91	41	2	2
26715	YALI1_C20329g	223	486	629	3	0	10
25443	YALI1_B16277g	179	134	508	52	4	54
12020	Nontargeting	300	126	499	824	50	215
6585	YALI1_F05128g	490	617	657	802	54	407
6736	YALI1_F09361g	283	250	199	137	2	21
13957	YALI1_B27485g	41	140	127	2	1	0
33104	YALI1_B11034g	456	786	1724	170	20	75
6672	YALI1_F07762g	1708	1637	2829	3061	247	1209
22557	YALI1_F09265g	213	143	144	0	1	0
27934	YALI1_D19971g	228	223	161	32	4	26
10867	YALI1_C23881g	292	248	287	432	62	290
42996	YALI1_F23047g	364	457	753	760	56	344
45609	YALI1_E31229g	448	188	276	310	7	96
14597	YALI1_C15201g	149	73	315	48	9	35
124	YALI1_A00058g	241	171	239	694	50	240
38620	YALI1_C20417g	178	159	115	147	9	71
29137	YALI1_E15865g	102	182	137	102	3	17
28291	YALI1_D29481g	338	122	364	2	2	9
46129	YALI1_F02942g	125	196	270	0	1	0
13192	YALI1_B06735g	421	745	1222	746	74	312
33886	YALI1_C01720g	470	688	935	95	7	21
24101	YALI1_A04676g	445	656	1262	457	27	149
41133	YALI1_E18121g	438	514	318	68	2	7
26495	YALI1_C15115g	507	1078	1048	250	21	125
21234	YALI1_E17527g	13	13	3	68	3	68
14023	YALI1_B29364g	270	215	631	233	8	71
21654	YALI1_E27504g	116	193	688	17	0	18
15308	YALI1_D01036g	196	174	109	41	1	9
2137	YALI1_B29742g	72	208	152	7	0	2
27670	YALI1_D12880g	677	722	876	287	14	25
8864	YALI1_A22157g	130	276	204	396	16	87
39472	YALI1_D10600g	75	67	342	336	53	212
10583	YALI1_C15964g	302	277	628	63	2	27
38658	YALI1_C21732g	264	339	601	374	8	57
46968	YALI1_F24173g	463	594	835	1474	136	617
23860	Nontargeting	168	233	224	404	56	224
1603	YALI1_B15310g	212	281	744	17	0	0
36259	YALI1_A11068g	304	376	443	191	4	29
2034	YALI1_B26984g	19	104	153	169	10	41
34942	YALI1_C31684g	316	198	357	3	0	3
8647	YALI1_A16891g	126	244	101	80	4	56
37281	YALI1_B14686g	202	243	364	539	26	143
1206	YALI1_B04747g	310	386	884	98	2	39
14097	YALI1_C00772g	436	528	717	73	2	46
40277	YALI1_D32195g	923	1167	778	140	3	40
16943	YALI1_E08035g	78	192	297	1	0	1
44606	YALI1_E06158g	87	123	224	43	10	37
19640	YALI1_F34187g	372	166	575	155	14	110
38341	YALI1_C13578g	549	576	309	112	10	93
10849	YALI1_C23359g	91	213	786	398	8	43
19141	YALI1_F21547g	139	127	261	5	0	3
28278	YALI1_D29020g	817	1056	1557	262	12	42
9816	YALI1_B24836g	183	235	1046	105	8	25
45825	YALI1_E36409g	319	263	338	219	9	65
31065	YALI1_F22219g	60	120	221	180	22	67
39499	YALI1_D11242g	214	652	693	555	47	92
36666	YALI1_A21156g	180	553	298	14	3	3
21157	YALI1_E15718g	40	20	24	0	2	12
31456	YALI1_F32342g	354	535	433	74	8	25
5156	YALI1_E11415g	367	411	226	266	22	148
14761	YALI1_C19058g	549	507	595	105	1	32
31152	YALI1_F24469g	268	229	444	2	0	0
31600	YALI1_F35656g	220	306	342	637	84	387
18295	YALI1_E41367g	124	235	91	0	1	0
43263	YALI1_F29905g	270	236	316	251	22	135
15380	YALI1_D02804g	93	0	33	0	0	0
5551	YALI1_E21020g	344	395	570	347	14	95
30487	YALI1_F08097g	368	471	1023	723	46	180
45299	YALI1_E23824g	160	382	299	163	7	33
19070	YALI1_F19556g	140	85	262	58	1	20
11467	YALI1_D06756g	174	193	506	1137	79	364
45462	YALI1_E27610g	298	141	189	8	16	32
39062	YALI1_C33471g	327	825	321	1263	78	468
9138	YALI1_B06620g	327	580	460	220	5	47
44156	YALI1_D30482g	306	270	120	68	13	38
23342	YALI1_F28686t	130	77	52	57	8	50
583	YALI1_A11723g	258	429	537	51	3	60
43760	YALI1_D19829g	543	876	1335	3046	111	565
38858	YALI1_C28370g	333	222	14	28	15	40
7058	YALI1_F16702g	529	251	738	40	3	18
8622	YALI1_A16303g	731	433	362	400	34	104
29551	YALI1_E25622g	248	344	656	186	19	115
27916	YALI1_D19110g	179	118	180	0	0	1
7089	YALI1_F17431g	565	972	1194	85	11	109
24374	YALI1_A11439g	71	116	193	128	5	35
14600	YALI1_C15307g	302	349	530	321	26	110
20712	YALI1_E04007g	362	503	330	90	11	52
40530	YALI1_E02525g	86	236	212	55	25	10
33070	YALI1_B09993g	115	232	500	15	3	4
3584	YALI1_D05901g	398	290	581	18	1	17
39156	YALI1_D02183g	240	681	402	53	7	16
34995	YALI1_C33071g	120	276	519	377	41	236
7554	YALI1_F29798g	262	287	560	318	31	107
41333	YALI1_E22884g	275	264	705	56	5	35
38298	YALI1_C12406g	452	612	803	389	22	107
26445	YALI1_C13689g	128	72	206	142	4	29
3152	YALI1_C28245g	296	54	539	9	0	3
43300	YALI1_F31001g	616	586	316	101	9	79
34311	YALI1_C14027g	597	528	1588	418	11	148
30703	YALI1_F13185g	286	213	780	120	4	56
22664	YALI1_F11827g	296	393	234	71	11	62
40999	YALI1_E14889g	194	291	757	94	19	32
37401	YALI1_B17998g	127	381	346	2922	99	626
19826	YALI1_F38806g	305	156	902	115	8	61
38089	YALI1_C06118g	537	741	1094	163	10	55
6625	YALI1_F06351g	138	260	520	366	22	132
24638	YALI1_A17983g	261	129	230	0	4	28
11020	YALI1_C28611g	749	1581	1495	280	27	140
28378	YALI1_D32268g	134	184	126	1	0	0
46461	YALI1_F11689g	68	142	499	39	0	11
19526	YALI1_F31725g	178	222	353	11	1	6
37828	YALI1_B29446g	259	176	453	826	66	261
29925	YALI1_E34826g	237	336	415	142	20	102
7890	YALI1_F37963g	40	58	76	73	13	18
16339	YALI1_D27867g	258	326	894	19	7	8
720	YALI1_A15185g	291	156	312	94	11	42
31116	YALI1_F23529g	219	272	558	89	21	67
2006	YALI1_B26153g	372	828	953	396	32	115
8485	YALI1_A13100g	323	242	378	692	73	190
14626	YALI1_C15803g	897	691	1704	309	14	139
9696	YALI1_B21538g	201	480	426	95	6	44
25552	YALI1_B19290g	144	44	125	59	7	13
33119	YALI1_B11519g	390	325	369	109	8	41
17356	YALI1_E18895g	763	853	1388	629	44	192
13625	YALI1_B18645g	488	482	517	341	30	104
36569	YALI1_A18671g	467	418	401	138	10	87
35906	YALI1_A02301g	220	853	936	101	9	20
5240	YALI1_E13677g	191	277	572	294	17	34
33701	YALI1_B27254g	61	141	124	0	1	3
6037	YALI1_E32622g	257	649	449	67	14	22
2109	YALI1_B29037g	45	5	24	0	1	3
17591	YALI1_E24283g	241	246	462	146	19	89
790	YALI1_A16832g	199	53	701	58	3	11
17183	YALI1_E14555g	386	391	943	68	24	88
450	YALI1_A08115g	438	1038	1867	2733	157	726
7941	YALI1_F39058g	314	211	711	77	20	49
1936	YALI1_B23966g	206	191	273	21	2	10
4191	YALI1_D21408g	171	206	513	63	9	42
44694	YALI1_E08620g	320	244	597	1178	85	460
20622	YALI1_E01877g	340	322	966	301	8	98
11603	YALI1_D10067g	479	404	830	125	16	59
13230	YALI1_B07786g	361	456	1027	3441	150	988
1264	YALI1_B06110g	222	306	422	28	4	26
44277	YALI1_D34061g	18	11	42	15	2	3
13070	YALI1_B03761g	85	57	20	0	0	1
27633	YALI1_D12050g	366	290	451	141	7	57
38209	YALI1_C09467g	841	783	1668	4364	179	1267
47058	YALI1_F26367g	415	284	514	86	7	47
4909	YALI1_E04672g	127	138	140	166	7	72
9304	YALI1_B11111g	332	329	801	49	8	47
41166	YALI1_E19060g	290	133	477	239	17	97
29608	YALI1_E27104g	45	121	285	21	0	0
6014	YALI1_E32077g	496	566	1411	1229	119	531
1981	YALI1_B25360g	181	308	837	535	48	271
17171	YALI1_E14274g	585	622	1613	222	26	118
9751	YALI1_B22908g	245	235	386	185	14	23
21464	YALI1_E23038g	169	222	236	399	36	149
45141	YALI1_E20070g	459	415	593	1302	89	311
46374	YALI1_F09598g	384	699	1228	174	8	90
42476	YALI1_F10288g	503	539	679	197	12	90
23636	YALI1_F35868g	605	833	1130	1526	99	388
39633	YALI1_D14431g	253	201	214	128	10	56
6015	YALI1_E32096g	246	216	302	134	6	77
8600	YALI1_A15784g	183	224	340	149	11	37
3853	YALI1_D12567g	278	153	368	66	1	40
45872	YALI1_E37603g	576	724	1073	1238	85	423
23515	YALI1_F33008g	215	249	381	134	9	133
29882	YALI1_E33777g	172	341	487	19	6	4
34116	YALI1_C08017g	283	196	388	334	25	190
46250	YALI1_F06198g	179	206	264	309	15	81
40565	YALI1_E03476g	139	178	121	65	3	4
31602	YALI1_F35714g	1095	1078	1970	4633	225	1364
7384	YALI1_F25289g	176	298	476	235	40	56
5710	YALI1_E24700g	226	503	1026	109	12	68
33304	YALI1_B16477g	597	264	633	454	63	186
46914	YALI1_F22883g	413	441	431	61	4	50
46106	YALI1_F02275g	988	1123	1499	155	15	88
2897	YALI1_C19981g	277	252	365	12	6	29
29806	YALI1_E31827g	160	301	533	87	5	36
1730	YALI1_B18798g	358	476	488	2	1	4
36951	YALI1_B05730g	217	453	329	210	13	62
43268	YALI1_F30004g	418	552	682	61	3	0
10551	YALI1_C15217g	101	161	419	6	3	0
43059	YALI1_F24517g	375	468	807	123	22	44
7103	YALI1_F17637g	390	377	768	100	13	91
31006	YALI1_F20589g	282	201	340	489	33	276
24043	YALI1_A03258g	328	656	848	183	8	69
41390	YALI1_E24180g	821	675	1238	773	59	295
13813	YALI1_B23420g	124	245	298	25	7	15
46693	YALI1_F16796g	198	179	459	526	39	137
43793	YALI1_D20758g	266	354	435	1651	78	404
41523	YALI1_E27339g	520	616	1529	1437	138	732
36440	YALI1_A15544g	241	354	395	404	6	42
25799	YALI1_B25833g	707	809	985	212	22	51
1207	YALI1_B04753g	880	841	861	1280	128	567
35423	YALI1_D10547g	116	61	615	677	2	11
31911	YALI1_A03512g	51	25	125	8	4	0
29140	YALI1_E15991g	172	150	298	136	4	49
41004	YALI1_E15015g	231	111	440	43	3	17
5092	YALI1_E09539g	447	571	1261	124	8	43
20513	YALI1_D35119g	226	488	986	182	17	205
32068	YALI1_A07241g	205	537	1194	937	52	360
27812	YALI1_D16471g	355	252	771	93	10	49
6355	YALI1_E40327g	251	508	413	9	0	3
32394	YALI1_A15584g	475	358	407	221	11	44
2075	YALI1_B27968g	229	290	553	266	14	123
22452	YALI1_F06312g	234	136	945	0	1	5
27802	YALI1_D16206g	155	320	450	235	17	136
33016	YALI1_B08588g	415	482	729	144	3	83
10845	YALI1_C23193g	79	45	155	339	33	101
183	YALI1_A01777g	158	344	529	58	7	67
22515	YALI1_F08146g	220	282	662	17	2	8
11077	YALI1_C30052g	659	1168	1478	244	13	82
5087	YALI1_E09395g	667	751	1208	182	24	59
15789	YALI1_D13341g	154	79	208	41	3	16
3706	YALI1_D09103g	644	278	532	63	7	50
39645	YALI1_D14670g	97	650	367	327	3	34
47073	YALI1_F26860g	411	292	543	523	53	192
24177	YALI1_A06396g	315	573	492	669	88	321
899	YALI1_A19650g	434	301	545	187	22	126
46593	YALI1_F14793g	260	158	393	8	0	5
24761	YALI1_A21057g	423	198	647	907	76	281
42070	YALI1_E40647g	59	93	52	5	1	0
28361	YALI1_D31672g	83	220	343	283	15	46
7771	YALI1_F34928g	129	62	128	116	1	33
4716	YALI1_D35907g	274	272	586	6	0	3
41134	YALI1_E18143g	682	791	1242	533	14	216
8979	YALI1_B02487g	321	873	917	747	42	119
7478	YALI1_F27798g	410	760	1357	112	12	37
27302	YALI1_D03561g	227	241	327	81	1	107
6363	YALI1_E40540g	205	627	453	38	7	21
46082	YALI1_F01456g	350	236	420	327	36	162
34039	YALI1_C06041g	679	476	576	172	14	122
24482	YALI1_A14259g	244	111	153	97	18	81
37835	YALI1_B29562g	347	189	614	328	5	33
8373	YALI1_A09911g	192	89	311	2	0	1
25336	YALI1_B13556g	821	496	554	168	16	106
47358	YALI1_F33951g	228	282	996	265	17	74
